name,shirt,team,passes,passes_completed,passing_accuracy_rate,crosses,crossing_accuracy_rate,take_ons_completed,linebreaks_attempted_defensive_line,linebreak_attempted_defensive_line_rate,attempted_switches_of_play,switches_of_play_rate,position
Williot Swedberg,2325,,,,,,,,,,,,
Wilmar Barrios,2327,,,,,,,,,,,,
Woobens Pacius,2329,,,,,,,,,,,,
Wout Faes,2331,,,,,,,,,,,,
Xander Severina,2333,,,,,,,,,,,,
Xavier Arreaga,2335,,,,,,,,,,,,
Yanela Mbuthuma,2340,RSA,,,,,,,,,,,
Yanis Begraoui,2342,,,,,,,,,,,,
Yann Bisseck,2343,,,,,,,,,,,,
Yann Gboho,2344,,,,,,,,,,,,
Yannick Carrasco,2345,,,,,,,,,,,,
Yaser Asprilla,2347,,,,,,,,,,,,
Yassine Benzia,2351,,,,,,,,,,,,
Yassir Zabiri,2354,,,,,,,,,,,,
Yazan Alnaimat,2356,,,,,,,,,,,,
Yerson Mosquera,2361,,,,,,,,,,,,
Yousef Abualjazar,2364,,,,,,,,,,,,
Yousef Abujalboush,2365,,,,,,,,,,,,
Yousef Qashi,2366,,,,,,,,,,,,
Youssef Ayman,2368,,,,,,,,,,,,
Youssef En Nesyri,2370,,,,,,,,,,,,
Youssef Enriquez Lekhedim,2371,,,,,,,,,,,,
Youssouf Fofana,2372,,,,,,,,,,,,
Yu Hirakawa,2373,,,,,,,,,,,,
Yuki Ohashi,2375,,,,,,,,,,,,
Yuki Soma,2376,,,,,,,,,,,,
Yunus Musah,2379,,,,,,,,,,,,
Yuran Fernandes,2380,,,,,,,,,,,,
Yusuf Akcicek,2382,,,,,,,,,,,,
Yusuf Sari,2383,,,,,,,,,,,,
Yuto Tsunashima,2384,,,,,,,,,,,,
Zac Sapsford,2386,,,,,,,,,,,,
Zach Brault Guillard,2387,,,,,,,,,,,,
Zachary Athekame,2388,,,,,,,,,,,,
Zack Steffen,2389,,,,,,,,,,,,
Zaid Romero,2391,,,,,,,,,,,,
Zakaria Hawsawi,2394,,,,,,,,,,,,
Zavier Gozo,2395,,,,,,,,,,,,
Zorhan Bassong,2404,,,,,,,,,,,,
